ID;Название;URL;Тип;Бренд;Гарантия;Возможна скидка;Описание;Популярные подборки;Баннер (в карточке товара);Карта заказа;Тип прибора
344854;Б.П.1.20х1,5.60.1;https://www.souz-pribor.ru/catalog/industrial_automation/armatura-dlya-termopreobrazovateley/b-p-1-20kh1-5-60-1/;бобышка;Owen;6;Да;"<p> Бобышки приварные предназначены для монтажа термопреобразователей, защитных гильз, а также датчиков уровня и преобразователей давления на месте эксплуатации. Сама бобышка устанавливается на объекте с применением сварки. </p> <p> <strong>В бобышку можно установить:</strong> </p> <ul> <li>термопреобразователь модели 065, 075, 105, 064, 074, 084 непосредственно; </li> <li>защитную гильзу ГЗ16.М20Х1,5, ГЗ25.М20Х1,5 с последующей установкой в нее термопреобразователя модели 035, 045, 055, 095; </li> <li>датчик уровня ДС.1, ДС.К, ДС.П;</li> <li>преобразователь давления ПД100, ПД200-ДИ.</li> </ul> <br> <p> Бобышка поставляется в комплекте с негорючей прокладкой из алюминиевого сплава АД1, которая обеспечивает герметизацию системы при монтаже датчика. </p>";Бобышки к датчикам температуры;456717;"<img width=""800"" src=""/upload/medialibrary/89e/Karta_podbora_15_11_19_1.png"" height=""706"" title=""Карта-подбора-15-11-19-1.png"">";Бобышка приварная
344908;Б.П.1.20Х1,5.60.2;https://www.souz-pribor.ru/catalog/industrial_automation/armatura-dlya-termopreobrazovateley/b-p-1-20kh1-5-60-2/;бобышка;Owen;6;Да;"<p> Бобышки приварные предназначены для монтажа термопреобразователей, защитных гильз, а также датчиков уровня и преобразователей давления на месте эксплуатации. Сама бобышка устанавливается на объекте с применением сварки. </p> <p> <strong>В бобышку можно установить:</strong> </p> <ul> <li>термопреобразователь модели 065, 075, 105, 064, 074, 084 непосредственно; </li> <li>защитную гильзу ГЗ16.М20Х1,5, ГЗ25.М20Х1,5 с последующей установкой в нее термопреобразователя модели 035, 045, 055, 095; </li> <li>датчик уровня ДС.1, ДС.К, ДС.П;</li> <li>преобразователь давления ПД100, ПД200-ДИ.</li> </ul> <br> <p> Бобышка поставляется в комплекте с негорючей прокладкой из алюминиевого сплава АД1, которая обеспечивает герметизацию системы при монтаже датчика. </p>";Бобышки к датчикам температуры;456717;"<img width=""800"" src=""/upload/medialibrary/89e/Karta_podbora_15_11_19_1.png"" height=""706"" title=""Карта-подбора-15-11-19-1.png"">";Бобышка приварная
344926;Б.П.1.20Х1,5.70.1;https://www.souz-pribor.ru/catalog/industrial_automation/armatura-dlya-termopreobrazovateley/b-p-1-20kh1-5-70-1/;бобышка;Owen;6;Да;"<p> Бобышки приварные предназначены для монтажа термопреобразователей, защитных гильз, а также датчиков уровня и преобразователей давления на месте эксплуатации. Сама бобышка устанавливается на объекте с применением сварки. </p> <p> <strong>В бобышку можно установить:</strong> </p> <ul> <li>термопреобразователь модели 065, 075, 105, 064, 074, 084 непосредственно; </li> <li>защитную гильзу ГЗ16.М20Х1,5, ГЗ25.М20Х1,5 с последующей установкой в нее термопреобразователя модели 035, 045, 055, 095; </li> <li>датчик уровня ДС.1, ДС.К, ДС.П;</li> <li>преобразователь давления ПД100, ПД200-ДИ.</li> </ul> <br> <p> Бобышка поставляется в комплекте с негорючей прокладкой из алюминиевого сплава АД1, которая обеспечивает герметизацию системы при монтаже датчика. </p>";Бобышки к датчикам температуры;456717;"<img width=""800"" src=""/upload/medialibrary/89e/Karta_podbora_15_11_19_1.png"" height=""706"" title=""Карта-подбора-15-11-19-1.png"">";Бобышка приварная
344872;Б.П.1.20Х1,5.80.1;https://www.souz-pribor.ru/catalog/industrial_automation/armatura-dlya-termopreobrazovateley/b-p-1-20kh1-5-80-1/;бобышка;Owen;6;Да;"<p> Бобышки приварные предназначены для монтажа термопреобразователей, защитных гильз, а также датчиков уровня и преобразователей давления на месте эксплуатации. Сама бобышка устанавливается на объекте с применением сварки. </p> <p> <strong>В бобышку можно установить:</strong> </p> <ul> <li>термопреобразователь модели 065, 075, 105, 064, 074, 084 непосредственно; </li> <li>защитную гильзу ГЗ16.М20Х1,5, ГЗ25.М20Х1,5 с последующей установкой в нее термопреобразователя модели 035, 045, 055, 095; </li> <li>датчик уровня ДС.1, ДС.К, ДС.П;</li> <li>преобразователь давления ПД100, ПД200-ДИ.</li> </ul> <br> <p> Бобышка поставляется в комплекте с негорючей прокладкой из алюминиевого сплава АД1, которая обеспечивает герметизацию системы при монтаже датчика. </p>";Бобышки к датчикам температуры;456717;"<img width=""800"" src=""/upload/medialibrary/89e/Karta_podbora_15_11_19_1.png"" height=""706"" title=""Карта-подбора-15-11-19-1.png"">";Бобышка приварная
344892;Б.П.1.G1/2.30.1;https://www.souz-pribor.ru/catalog/industrial_automation/armatura-dlya-termopreobrazovateley/b-p-1-g1-2-30-1/;бобышка;Owen;6;Да;"<p> Бобышки приварные предназначены для монтажа термопреобразователей, защитных гильз, а также датчиков уровня и преобразователей давления на месте эксплуатации. Сама бобышка устанавливается на объекте с применением сварки. </p> <p> <strong>В бобышку можно установить:</strong> </p> <ul> <li>термопреобразователь модели 065, 075, 105, 064, 074, 084 непосредственно; </li> <li>защитную гильзу ГЗ16.М20Х1,5, ГЗ25.М20Х1,5 с последующей установкой в нее термопреобразователя модели 035, 045, 055, 095; </li> <li>датчик уровня ДС.1, ДС.К, ДС.П;</li> <li>преобразователь давления ПД100, ПД200-ДИ.</li> </ul> <br> <p> Бобышка поставляется в комплекте с негорючей прокладкой из алюминиевого сплава АД1, которая обеспечивает герметизацию системы при монтаже датчика. </p>";Бобышки к датчикам температуры;456717;"<img width=""800"" src=""/upload/medialibrary/89e/Karta_podbora_15_11_19_1.png"" height=""706"" title=""Карта-подбора-15-11-19-1.png"">";Бобышка приварная
344880;Б.П.1.G1/2.40.1;https://www.souz-pribor.ru/catalog/industrial_automation/armatura-dlya-termopreobrazovateley/b-p-1-g1-2-40-1/;бобышка;Owen;6;Да;"<p> Бобышки приварные предназначены для монтажа термопреобразователей, защитных гильз, а также датчиков уровня и преобразователей давления на месте эксплуатации. Сама бобышка устанавливается на объекте с применением сварки. </p> <p> <strong>В бобышку можно установить:</strong> </p> <ul> <li>термопреобразователь модели 065, 075, 105, 064, 074, 084 непосредственно; </li> <li>защитную гильзу ГЗ16.М20Х1,5, ГЗ25.М20Х1,5 с последующей установкой в нее термопреобразователя модели 035, 045, 055, 095; </li> <li>датчик уровня ДС.1, ДС.К, ДС.П;</li> <li>преобразователь давления ПД100, ПД200-ДИ.</li> </ul> <br> <p> Бобышка поставляется в комплекте с негорючей прокладкой из алюминиевого сплава АД1, которая обеспечивает герметизацию системы при монтаже датчика. </p>";Бобышки к датчикам температуры;456717;"<img width=""800"" src=""/upload/medialibrary/89e/Karta_podbora_15_11_19_1.png"" height=""706"" title=""Карта-подбора-15-11-19-1.png"">";Бобышка приварная
344868;Б.П.1.G1/2.40.2;https://www.souz-pribor.ru/catalog/industrial_automation/armatura-dlya-termopreobrazovateley/b-p-1-g1-2-40-2/;бобышка;Owen;6;Да;"<p> Бобышки приварные предназначены для монтажа термопреобразователей, защитных гильз, а также датчиков уровня и преобразователей давления на месте эксплуатации. Сама бобышка устанавливается на объекте с применением сварки. </p> <p> <strong>В бобышку можно установить:</strong> </p> <ul> <li>термопреобразователь модели 065, 075, 105, 064, 074, 084 непосредственно; </li> <li>защитную гильзу ГЗ16.М20Х1,5, ГЗ25.М20Х1,5 с последующей установкой в нее термопреобразователя модели 035, 045, 055, 095; </li> <li>датчик уровня ДС.1, ДС.К, ДС.П;</li> <li>преобразователь давления ПД100, ПД200-ДИ.</li> </ul> <br> <p> Бобышка поставляется в комплекте с негорючей прокладкой из алюминиевого сплава АД1, которая обеспечивает герметизацию системы при монтаже датчика. </p>";Бобышки к датчикам температуры;456717;"<img width=""800"" src=""/upload/medialibrary/89e/Karta_podbora_15_11_19_1.png"" height=""706"" title=""Карта-подбора-15-11-19-1.png"">";Бобышка приварная
344906;Б.П.1.G1/2.50.1;https://www.souz-pribor.ru/catalog/industrial_automation/armatura-dlya-termopreobrazovateley/b-p-1-g1-2-50-1/;бобышка;Owen;6;Да;"<p> Бобышки приварные предназначены для монтажа термопреобразователей, защитных гильз, а также датчиков уровня и преобразователей давления на месте эксплуатации. Сама бобышка устанавливается на объекте с применением сварки. </p> <p> <strong>В бобышку можно установить:</strong> </p> <ul> <li>термопреобразователь модели 065, 075, 105, 064, 074, 084 непосредственно; </li> <li>защитную гильзу ГЗ16.М20Х1,5, ГЗ25.М20Х1,5 с последующей установкой в нее термопреобразователя модели 035, 045, 055, 095; </li> <li>датчик уровня ДС.1, ДС.К, ДС.П;</li> <li>преобразователь давления ПД100, ПД200-ДИ.</li> </ul> <br> <p> Бобышка поставляется в комплекте с негорючей прокладкой из алюминиевого сплава АД1, которая обеспечивает герметизацию системы при монтаже датчика. </p>";Бобышки к датчикам температуры;456717;"<img width=""800"" src=""/upload/medialibrary/89e/Karta_podbora_15_11_19_1.png"" height=""706"" title=""Карта-подбора-15-11-19-1.png"">";Бобышка приварная
344898;Б.П.1.G1/2.60.1;https://www.souz-pribor.ru/catalog/industrial_automation/armatura-dlya-termopreobrazovateley/b-p-1-g1-2-60-1/;бобышка;Owen;6;Да;"<p> Бобышки приварные предназначены для монтажа термопреобразователей, защитных гильз, а также датчиков уровня и преобразователей давления на месте эксплуатации. Сама бобышка устанавливается на объекте с применением сварки. </p> <p> <strong>В бобышку можно установить:</strong> </p> <ul> <li>термопреобразователь модели 065, 075, 105, 064, 074, 084 непосредственно; </li> <li>защитную гильзу ГЗ16.М20Х1,5, ГЗ25.М20Х1,5 с последующей установкой в нее термопреобразователя модели 035, 045, 055, 095; </li> <li>датчик уровня ДС.1, ДС.К, ДС.П;</li> <li>преобразователь давления ПД100, ПД200-ДИ.</li> </ul> <br> <p> Бобышка поставляется в комплекте с негорючей прокладкой из алюминиевого сплава АД1, которая обеспечивает герметизацию системы при монтаже датчика. </p>";Бобышки к датчикам температуры;456717;"<img width=""800"" src=""/upload/medialibrary/89e/Karta_podbora_15_11_19_1.png"" height=""706"" title=""Карта-подбора-15-11-19-1.png"">";Бобышка приварная
344894;Б.П.1.G1/2.80.1;https://www.souz-pribor.ru/catalog/industrial_automation/armatura-dlya-termopreobrazovateley/b-p-1-g1-2-80-1/;бобышка;Owen;6;Да;"<p> Бобышки приварные предназначены для монтажа термопреобразователей, защитных гильз, а также датчиков уровня и преобразователей давления на месте эксплуатации. Сама бобышка устанавливается на объекте с применением сварки. </p> <p> <strong>В бобышку можно установить:</strong> </p> <ul> <li>термопреобразователь модели 065, 075, 105, 064, 074, 084 непосредственно; </li> <li>защитную гильзу ГЗ16.М20Х1,5, ГЗ25.М20Х1,5 с последующей установкой в нее термопреобразователя модели 035, 045, 055, 095; </li> <li>датчик уровня ДС.1, ДС.К, ДС.П;</li> <li>преобразователь давления ПД100, ПД200-ДИ.</li> </ul> <br> <p> Бобышка поставляется в комплекте с негорючей прокладкой из алюминиевого сплава АД1, которая обеспечивает герметизацию системы при монтаже датчика. </p>";Бобышки к датчикам температуры;456717;"<img width=""800"" src=""/upload/medialibrary/89e/Karta_podbora_15_11_19_1.png"" height=""706"" title=""Карта-подбора-15-11-19-1.png"">";Бобышка приварная
344904;Б.П.1.G1/4.40.1;https://www.souz-pribor.ru/catalog/industrial_automation/armatura-dlya-termopreobrazovateley/b-p-1-g1-4-40-1/;бобышка;Owen;6;Да;"<p> Бобышки приварные предназначены для монтажа термопреобразователей, защитных гильз, а также датчиков уровня и преобразователей давления на месте эксплуатации. Сама бобышка устанавливается на объекте с применением сварки. </p> <p> <strong>В бобышку можно установить:</strong> </p> <ul> <li>термопреобразователь модели 065, 075, 105, 064, 074, 084 непосредственно; </li> <li>защитную гильзу ГЗ16.М20Х1,5, ГЗ25.М20Х1,5 с последующей установкой в нее термопреобразователя модели 035, 045, 055, 095; </li> <li>датчик уровня ДС.1, ДС.К, ДС.П;</li> <li>преобразователь давления ПД100, ПД200-ДИ.</li> </ul> <br> <p> Бобышка поставляется в комплекте с негорючей прокладкой из алюминиевого сплава АД1, которая обеспечивает герметизацию системы при монтаже датчика. </p>";Бобышки к датчикам температуры;456717;"<img width=""800"" src=""/upload/medialibrary/89e/Karta_podbora_15_11_19_1.png"" height=""706"" title=""Карта-подбора-15-11-19-1.png"">";Бобышка приварная
344890;Б.П.1.G1/4.40.2;https://www.souz-pribor.ru/catalog/industrial_automation/armatura-dlya-termopreobrazovateley/b-p-1-g1-4-40-2/;бобышка;Owen;6;Да;"<p> Бобышки приварные предназначены для монтажа термопреобразователей, защитных гильз, а также датчиков уровня и преобразователей давления на месте эксплуатации. Сама бобышка устанавливается на объекте с применением сварки. </p> <p> <strong>В бобышку можно установить:</strong> </p> <ul> <li>термопреобразователь модели 065, 075, 105, 064, 074, 084 непосредственно; </li> <li>защитную гильзу ГЗ16.М20Х1,5, ГЗ25.М20Х1,5 с последующей установкой в нее термопреобразователя модели 035, 045, 055, 095; </li> <li>датчик уровня ДС.1, ДС.К, ДС.П;</li> <li>преобразователь давления ПД100, ПД200-ДИ.</li> </ul> <br> <p> Бобышка поставляется в комплекте с негорючей прокладкой из алюминиевого сплава АД1, которая обеспечивает герметизацию системы при монтаже датчика. </p>";Бобышки к датчикам температуры;456717;"<img width=""800"" src=""/upload/medialibrary/89e/Karta_podbora_15_11_19_1.png"" height=""706"" title=""Карта-подбора-15-11-19-1.png"">";Бобышка приварная
